|FINE| - {{(2460.94,2513.02),(2610.0,2513.0),(5533.85,2500.0)},{(2566.13,2501.28),(2710.0,2513.0),(5533.85,2500.0)},{(2706.63,2490.99),(2860.0,2513.0),(5533.85,2500.0)}}

|FINE| - {{(2847.16,2506.75),(2997.0,2506.0),(5533.85,2500.0)},{(2988.12,2516.57),(3122.0,2606.0),(5533.85,2500.0)},{(3121.7,2556.28),(3197.0,2681.0),(5533.85,2500.0)}}

|FINE| - {{(3218.84,2657.52),(3347.0,2756.0),(5533.85,2500.0)},{(3312.35,2762.53),(3472.0,2756.0),(5533.85,2500.0)},{(3444.3,2804.9),(3597.0,2756.0),(5533.85,2500.0)}}

|FINE| - {{(3583.18,2780.49),(3722.0,2831.0),(5533.85,2500.0)},{(3722.04,2782.74),(3872.0,2831.0),(5533.85,2500.0)},{(3855.82,2828.61),(3997.0,2831.0),(5533.85,2500.0)}}

|FINE| - {{(3971.64,2847.98),(4122.0,2831.0),(5533.85,2500.0)},{(4112.81,2841.32),(4272.0,2831.0),(5533.85,2500.0)},{(4253.67,2828.77),(4397.0,2831.0),(5533.85,2500.0)}}

|FINE| - {{(4395.02,2825.24),(4547.0,2831.0),(5533.85,2500.0)},{(4536.39,2829.01),(4697.0,2831.0),(5533.85,2500.0)},{(4677.77,2832.59),(4822.0,2806.0),(5533.85,2500.0)}}

|FINE| - {{(4818.48,2820.75),(4947.0,2731.0),(5533.85,2500.0)},{(4948.09,2766.89),(5072.0,2681.0),(5533.85,2500.0)},{(5064.18,2686.12),(5197.0,2631.0),(5533.85,2500.0)}}

|FINE| - {{(5188.01,2618.34),(5322.0,2581.0),(5533.85,2500.0)},{(5277.06,2587.52),(5422.0,2531.0),(5533.85,2500.0)},{(5411.19,2542.87),(5561.0,2542.0),(9088.54,2239.58)}}

|FINE| - {{(5549.28,2516.22),(5686.0,2442.0),(9088.54,2239.58)},{(5684.97,2481.71),(5761.0,2367.0),(9088.54,2239.58)},{(5771.23,2403.11),(5886.0,2292.0),(9088.54,2239.58)}}

|FINE| - {{(5861.34,2294.47),(6011.0,2292.0),(9088.54,2239.58)},{(5988.74,2241.12),(6136.0,2292.0),(9088.54,2239.58)},{(6127.73,2263.03),(6286.0,2292.0),(9088.54,2239.58)}}

|FINE| - {{(6264.36,2299.03),(6414.0,2299.0),(9088.54,2239.58)},{(6405.01,2311.91),(6514.0,2224.0),(9088.54,2239.58)},{(6514.15,2273.78),(6589.0,2149.0),(9088.54,2239.58)}}

