|FINE| - {{(9426.34,335.29),(4947.0,2994.0),(4947.85,2994.79)},{(9269.0,378.01),(9343.0,453.0),(4947.85,2994.79)},{(9232.04,447.16),(9343.0,453.0),(4947.85,2994.79)}}

|FINE| - {{(9274.28,533.89),(9343.0,453.0),(4947.85,2994.79)},{(9351.46,547.68),(7618.0,1428.0),(4947.85,2994.79)},{(9397.1,593.54),(7597.0,1418.0),(4947.85,2994.79)}}

|FINE| - {{(9252.55,747.75),(7602.0,1422.0),(4947.85,2994.79)},{(9057.48,832.29),(7782.0,1432.0),(4947.85,2994.79)},{(8862.35,917.91),(7812.0,1442.0),(4947.85,2994.79)}}

|FINE| - {{(8666.86,1012.61),(7766.0,1087.0),(4947.85,2994.79)},{(8478.52,1067.09),(7766.0,1087.0),(4947.85,2994.79)},{(8307.25,1076.62),(7766.0,1087.0),(4947.85,2994.79)}}

|FINE| - {{(8139.56,1080.58),(7766.0,1087.0),(4947.85,2994.79)},{(7972.51,1083.61),(7766.0,1087.0),(4947.85,2994.79)},{(7805.62,1086.41),(4916.0,2962.0),(4947.85,2994.79)}}

|FINE| - {{(7618.29,1146.06),(4916.0,2962.0),(4947.85,2994.79)},{(7425.5,1273.39),(4916.0,2962.0),(4947.85,2994.79)},{(7233.07,1402.79),(5583.0,1477.0),(4947.85,2994.79)}}

|FINE| - {{(7044.35,1468.58),(5844.0,1393.0),(4947.85,2994.79)},{(6880.54,1467.33),(5905.0,1317.0),(4947.85,2994.79)},{(6716.54,1449.64),(5905.0,1317.0),(4947.85,2994.79)}}

|FINE| - {{(6553.58,1423.78),(5905.0,1317.0),(4947.85,2994.79)},{(6390.76,1397.07),(5905.0,1317.0),(4947.85,2994.79)},{(6227.95,1370.25),(5905.0,1317.0),(4947.85,2994.79)}}

|FINE| - {{(6065.15,1343.42),(5905.0,1317.0),(4947.85,2994.79)},{(5934.91,1321.94),(5380.0,1617.0),(4947.85,2994.79)},{(5774.87,1347.65),(5380.0,1617.0),(4947.85,2994.79)}}

|FINE| - {{(5609.01,1447.9),(5380.0,1617.0),(4947.85,2994.79)},{(5417.89,1583.53),(4930.0,2967.0),(4947.85,2994.79)},{(5266.71,1790.1),(4966.0,2915.0),(4947.85,2994.79)}}

|FINE| - {{(5183.97,2057.07),(5108.0,2807.0),(4947.85,2994.79)},{(5132.91,2334.99),(5108.0,2807.0),(4947.85,2994.79)},{(5111.01,2618.74),(5108.0,2807.0),(4947.85,2994.79)}}

|FINE| - {{(5105.31,2783.64),(5330.0,4058.0),(8689.7,10117.19)},{(5124.91,3033.95),(5424.0,4758.0),(8689.7,10117.19)},{(5173.71,3312.93),(5398.0,4737.0),(8689.7,10117.19)}}

|FINE| - {{(5219.99,3592.53),(5444.0,4792.0),(8689.7,10117.19)},{(5268.0,3871.7),(5444.0,4792.0),(8689.7,10117.19)},{(5320.54,4149.71),(5444.0,4792.0),(8689.7,10117.19)}}

|FINE| - {{(5373.81,4427.52),(5444.0,4792.0),(8689.7,10117.19)},{(5427.25,4705.28),(6044.0,5842.0),(8689.7,10117.19)},{(5519.74,4965.91),(7169.0,7590.0),(8689.7,10117.19)}}

|FINE| - {{(5655.22,5197.83),(7169.0,7590.0),(8689.7,10117.19)},{(5797.41,5423.28),(7169.0,7590.0),(8689.7,10117.19)},{(5939.91,5648.43),(8639.0,10073.0),(8689.7,10117.19)}}

|FINE| - {{(6080.82,5875.18),(7805.0,8950.0),(8689.7,10117.19)},{(6216.49,6106.99),(8616.0,10081.0),(8689.7,10117.19)},{(6351.64,6339.29),(8301.0,9489.0),(8689.7,10117.19)}}

|FINE| - {{(6491.1,6567.48),(8441.0,9642.0),(8689.7,10117.19)},{(6632.7,6793.54),(8357.0,9418.0),(8689.7,10117.19)},{(6776.88,7016.92),(8276.0,9266.0),(8689.7,10117.19)}}

|FINE| - {{(6923.2,7238.01),(8348.0,9338.0),(8689.7,10117.19)},{(7070.88,7457.6),(8348.0,9338.0),(8689.7,10117.19)},{(7219.35,7676.3),(8348.0,9338.0),(8689.7,10117.19)}}

|FINE| - {{(7367.85,7894.97),(8348.0,9338.0),(8689.7,10117.19)},{(7516.36,8113.63),(8641.0,10063.0),(8689.7,10117.19)},{(7658.04,8339.48),(7883.0,9239.0),(8689.7,10117.19)}}

|FINE| - {{(7761.18,8594.39),(7883.0,9239.0),(8689.7,10117.19)},{(7821.7,8869.99),(7971.0,9019.0),(8689.7,10117.19)},{(7897.28,9013.89),(8046.0,9169.0),(8689.7,10117.19)}}

|FINE| - {{(8034.03,9145.22),(8109.0,9220.0),(8689.7,10117.19)},{(8078.83,9178.18),(8259.0,9370.0),(8689.7,10117.19)},{(8206.26,9296.97),(8409.0,9520.0),(8689.7,10117.19)}}

|FINE| - {{(8353.6,9445.17),(8428.0,9520.0),(8689.7,10117.19)},{(8397.29,9479.19),(8503.0,9670.0),(8689.7,10117.19)},{(8508.93,9622.92),(8578.0,9820.0),(8689.7,10117.19)}}

|FINE| - {{(8551.97,9735.51),(8578.0,9970.0),(8689.7,10117.19)},{(8591.53,9953.35),(8653.0,10045.0),(8689.7,10117.19)},{(8624.98,10045.51),(9074.0,11020.0),(15938.72,13502.6)}}

|FINE| - {{(8740.66,10251.56),(8665.0,10776.0),(15938.72,13502.6)}}

