|FINE| - {{(1903.14,1662.16),(4603.0,1962.0),(4638.47,2013.51)},{(2026.89,1662.16),(3901.0,1812.0),(4638.47,2013.51)},{(2191.72,1668.67),(4591.0,1968.0),(4638.47,2013.51)}}

|FINE| - {{(2355.85,1685.42),(4605.0,1985.0),(4638.47,2013.51)},{(2519.49,1706.53),(4319.0,1856.0),(4638.47,2013.51)},{(2683.52,1724.3),(4558.0,1874.0),(4638.47,2013.51)}}

|FINE| - {{(2847.97,1737.71),(4272.0,1812.0),(4638.47,2013.51)},{(3012.61,1748.61),(4287.0,1823.0),(4638.47,2013.51)},{(3177.35,1757.71),(4302.0,1832.0),(4638.47,2013.51)}}

|FINE| - {{(3342.04,1767.95),(4317.0,1842.0),(4638.47,2013.51)},{(3506.62,1779.62),(4331.0,1854.0),(4638.47,2013.51)},{(3671.05,1793.28),(4496.0,1868.0),(4638.47,2013.51)}}

|FINE| - {{(3835.38,1808.14),(4510.0,1883.0),(4638.47,2013.51)},{(3999.55,1824.67),(4299.0,1824.0),(4638.47,2013.51)},{(4164.22,1833.68),(4314.0,1833.0),(4638.47,2013.51)}}

|FINE| - {{(4287.97,1833.26),(4512.0,1908.0),(4638.47,2013.51)},{(4450.21,1858.97),(4600.0,2008.0),(4638.47,2013.51)},{(4589.62,1944.47),(5339.0,2394.0),(7203.27,2013.51)}}

|FINE| - {{(4719.36,2045.76),(5319.0,2345.0),(7203.27,2013.51)},{(4863.97,2125.14),(5313.0,2350.0),(7203.27,2013.51)},{(5011.55,2198.91),(5311.0,2348.0),(7203.27,2013.51)}}

|FINE| - {{(5159.17,2272.63),(5309.0,2347.0),(7203.27,2013.51)}}

