|FINE| - {{(686.96,-105.86),(2186.0,-180.0),(2208.7,-122.15)},{(851.89,-109.9),(2201.0,-184.0),(2208.7,-122.15)},{(1016.67,-118.48),(2201.0,-184.0),(2208.7,-122.15)}}

|FINE| - {{(1181.42,-127.57),(2201.0,-184.0),(2208.7,-122.15)},{(1346.16,-136.69),(2201.0,-184.0),(2208.7,-122.15)},{(1510.91,-145.81),(2201.0,-184.0),(2208.7,-122.15)}}

|FINE| - {{(1675.66,-154.94),(2201.0,-184.0),(2208.7,-122.15)},{(1840.41,-164.06),(2201.0,-184.0),(2208.7,-122.15)},{(2005.15,-173.17),(2201.0,-184.0),(2208.7,-122.15)}}

|FINE| - {{(2169.9,-182.27),(2994.0,493.0),(6739.13,-171.01)},{(2323.37,-132.78),(2994.0,493.0),(6739.13,-171.01)},{(2447.58,-24.21),(2994.0,493.0),(6739.13,-171.01)}}

|FINE| - {{(2567.81,88.79),(2994.0,493.0),(6739.13,-171.01)},{(2687.59,202.27),(2994.0,493.0),(6739.13,-171.01)},{(2807.29,315.83),(2994.0,493.0),(6739.13,-171.01)}}

|FINE| - {{(2926.98,429.41),(4344.0,943.0),(6739.13,-171.01)},{(3066.18,515.81),(4344.0,943.0),(6739.13,-171.01)},{(3221.99,570.11),(4344.0,943.0),(6739.13,-171.01)}}

|FINE| - {{(3378.52,622.28),(4344.0,943.0),(6739.13,-171.01)},{(3535.11,674.31),(4344.0,943.0),(6739.13,-171.01)},{(3691.69,726.33),(4344.0,943.0),(6739.13,-171.01)}}

|FINE| - {{(3848.28,778.33),(4344.0,943.0),(6739.13,-171.01)},{(4004.87,830.34),(4344.0,943.0),(6739.13,-171.01)},{(4161.45,882.37),(4344.0,943.0),(6739.13,-171.01)}}

|FINE| - {{(4318.04,934.38),(5994.0,418.0),(6739.13,-171.01)},{(4480.4,936.65),(5994.0,418.0),(6739.13,-171.01)},{(4637.31,885.65),(5994.0,418.0),(6739.13,-171.01)}}

|FINE| - {{(4793.36,832.03),(5994.0,418.0),(6739.13,-171.01)},{(4949.34,778.24),(5994.0,418.0),(6739.13,-171.01)},{(5105.33,724.44),(5994.0,418.0),(6739.13,-171.01)}}

|FINE| - {{(5261.31,670.64),(5994.0,418.0),(6739.13,-171.01)},{(5417.3,616.86),(5994.0,418.0),(6739.13,-171.01)},{(5573.29,563.08),(5994.0,418.0),(6739.13,-171.01)}}

|FINE| - {{(5729.28,509.3),(5994.0,418.0),(6739.13,-171.01)},{(5885.26,455.5),(5994.0,418.0),(6739.13,-171.01)},{(5963.25,428.6),(6144.0,268.0),(6739.13,-171.01)}}

|FINE| - {{(6104.92,346.12),(6669.0,-182.0),(6739.13,-171.01)},{(6226.85,234.96),(6669.0,-182.0),(6739.13,-171.01)},{(6347.1,121.98),(6669.0,-182.0),(6739.13,-171.01)}}

|FINE| - {{(6467.1,8.73),(6669.0,-182.0),(6739.13,-171.01)},{(6587.06,-104.56),(6669.0,-182.0),(6739.13,-171.01)},{(6647.03,-161.22),(5972.0,439.0),(4634.78,-1042.35)}}

|FINE| - {{(6633.26,-247.47),(6033.0,428.0),(4634.78,-1042.35)},{(6498.88,-225.48),(6033.0,428.0),(4634.78,-1042.35)},{(6390.56,-101.36),(6033.0,428.0),(4634.78,-1042.35)}}

